date,origin,destination,vessel_type,vessel_variant,freight_rate_usd_mt,bdi,bdi_lag_1,bdi_lag_7,bdi_rolling_mean_7,bdi_rolling_std_7,bdi_rolling_mean_30,bunker_vlsfo,bunker_vlsfo_lag_1,bunker_change_pct_7d,usd_inr,usd_inr_lag_1,usd_inr_change_pct_7d,day_of_week,month,bdi_momentum_14d,bunker_bdi_ratio
2023-01-03,NEWCASTLE_AU,PARADIP,PANAMAX,Standard,18.65,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,NEWCASTLE_AU,PARADIP,SUPRAMAX,Standard,21.36,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,NEWCASTLE_AU,SANDHEADS,HANDYSIZE,Standard,26.73,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,NEWCASTLE_AU,SANDHEADS,PANAMAX,Kamsarmax,18.38,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,NEWCASTLE_AU,SANDHEADS,PANAMAX,Standard,19.1,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,NEWCASTLE_AU,SANDHEADS,SUPRAMAX,Standard,21.9,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,NEWCASTLE_AU,VIZAG,HANDYSIZE,Standard,26.12,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,NEWCASTLE_AU,VIZAG,PANAMAX,Kamsarmax,17.97,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,NEWCASTLE_AU,VIZAG,PANAMAX,Standard,18.68,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,NEWCASTLE_AU,VIZAG,SUPRAMAX,Standard,21.4,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,NORFOLK_US,PARADIP,HANDYSIZE,Standard,45.12,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,NORFOLK_US,PARADIP,PANAMAX,Kamsarmax,30.77,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,NORFOLK_US,PARADIP,PANAMAX,Standard,31.88,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,NORFOLK_US,PARADIP,SUPRAMAX,Standard,36.76,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,NORFOLK_US,VIZAG,HANDYSIZE,Standard,44.55,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,NORFOLK_US,VIZAG,PANAMAX,Kamsarmax,30.38,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,NORFOLK_US,VIZAG,PANAMAX,Standard,31.48,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,NORFOLK_US,VIZAG,SUPRAMAX,Standard,36.3,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,VOSTOCHNY_RU,PARADIP,HANDYSIZE,Standard,25.28,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,VOSTOCHNY_RU,PARADIP,PANAMAX,Kamsarmax,17.4,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,VOSTOCHNY_RU,PARADIP,PANAMAX,Standard,18.09,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,VOSTOCHNY_RU,PARADIP,SUPRAMAX,Standard,20.71,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,VOSTOCHNY_RU,VIZAG,HANDYSIZE,Standard,25.11,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,VOSTOCHNY_RU,VIZAG,PANAMAX,Kamsarmax,17.29,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,VOSTOCHNY_RU,VIZAG,PANAMAX,Standard,17.98,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-03,VOSTOCHNY_RU,VIZAG,SUPRAMAX,Standard,20.58,,,,,,,645.0,,,82.86,,,1,1,,
2023-01-04,KALIMANTAN_ID,DHAMRA,HANDYSIZE,Standard,13.51,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,KALIMANTAN_ID,DHAMRA,PANAMAX,Kamsarmax,9.48,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,KALIMANTAN_ID,DHAMRA,PANAMAX,Standard,9.91,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,KALIMANTAN_ID,DHAMRA,SUPRAMAX,Standard,11.19,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,KALIMANTAN_ID,GANGAVARAM,HANDYSIZE,Standard,13.08,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,KALIMANTAN_ID,GANGAVARAM,PANAMAX,Kamsarmax,9.18,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,KALIMANTAN_ID,GANGAVARAM,PANAMAX,Standard,9.61,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,KALIMANTAN_ID,GANGAVARAM,SUPRAMAX,Standard,10.84,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,KALIMANTAN_ID,GOPALPUR,HANDYSIZE,Standard,13.6,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,KALIMANTAN_ID,GOPALPUR,PANAMAX,Standard,9.97,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,KALIMANTAN_ID,GOPALPUR,SUPRAMAX,Standard,11.27,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,KALIMANTAN_ID,PARADIP,HANDYSIZE,Standard,13.65,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,KALIMANTAN_ID,PARADIP,PANAMAX,Kamsarmax,9.57,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,KALIMANTAN_ID,PARADIP,PANAMAX,Standard,10.01,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,KALIMANTAN_ID,PARADIP,SUPRAMAX,Standard,11.31,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,KALIMANTAN_ID,SANDHEADS,HANDYSIZE,Standard,14.32,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,KALIMANTAN_ID,SANDHEADS,PANAMAX,Kamsarmax,10.02,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,KALIMANTAN_ID,SANDHEADS,PANAMAX,Standard,10.48,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,KALIMANTAN_ID,SANDHEADS,SUPRAMAX,Standard,11.87,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,KALIMANTAN_ID,VIZAG,HANDYSIZE,Standard,13.49,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,KALIMANTAN_ID,VIZAG,PANAMAX,Kamsarmax,9.46,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,KALIMANTAN_ID,VIZAG,PANAMAX,Standard,9.9,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,KALIMANTAN_ID,VIZAG,SUPRAMAX,Standard,11.19,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,MAPUTO_MZ,PARADIP,HANDYSIZE,Standard,19.21,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,MAPUTO_MZ,PARADIP,PANAMAX,Kamsarmax,13.31,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,MAPUTO_MZ,PARADIP,PANAMAX,Standard,13.87,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,MAPUTO_MZ,PARADIP,SUPRAMAX,Standard,15.81,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,MAPUTO_MZ,VIZAG,HANDYSIZE,Standard,18.64,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,MAPUTO_MZ,VIZAG,PANAMAX,Kamsarmax,12.93,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,MAPUTO_MZ,VIZAG,PANAMAX,Standard,13.48,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,MAPUTO_MZ,VIZAG,SUPRAMAX,Standard,15.35,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NEWCASTLE_AU,DHAMRA,HANDYSIZE,Standard,25.96,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NEWCASTLE_AU,DHAMRA,PANAMAX,Kamsarmax,17.86,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NEWCASTLE_AU,DHAMRA,PANAMAX,Standard,18.56,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NEWCASTLE_AU,DHAMRA,SUPRAMAX,Standard,21.26,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NEWCASTLE_AU,GANGAVARAM,HANDYSIZE,Standard,25.71,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NEWCASTLE_AU,GANGAVARAM,PANAMAX,Kamsarmax,17.69,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NEWCASTLE_AU,GANGAVARAM,PANAMAX,Standard,18.39,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NEWCASTLE_AU,GANGAVARAM,SUPRAMAX,Standard,21.06,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NEWCASTLE_AU,GOPALPUR,HANDYSIZE,Standard,26.13,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NEWCASTLE_AU,GOPALPUR,PANAMAX,Standard,18.68,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NEWCASTLE_AU,GOPALPUR,SUPRAMAX,Standard,21.41,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NEWCASTLE_AU,PARADIP,HANDYSIZE,Standard,26.08,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NEWCASTLE_AU,PARADIP,PANAMAX,Kamsarmax,17.94,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NEWCASTLE_AU,PARADIP,PANAMAX,Standard,18.65,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NEWCASTLE_AU,PARADIP,SUPRAMAX,Standard,21.37,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NEWCASTLE_AU,SANDHEADS,HANDYSIZE,Standard,26.73,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NEWCASTLE_AU,SANDHEADS,PANAMAX,Kamsarmax,18.38,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NEWCASTLE_AU,SANDHEADS,PANAMAX,Standard,19.1,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NEWCASTLE_AU,SANDHEADS,SUPRAMAX,Standard,21.91,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NEWCASTLE_AU,VIZAG,HANDYSIZE,Standard,26.12,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NEWCASTLE_AU,VIZAG,PANAMAX,Kamsarmax,17.97,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NEWCASTLE_AU,VIZAG,PANAMAX,Standard,18.67,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NEWCASTLE_AU,VIZAG,SUPRAMAX,Standard,21.4,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NORFOLK_US,PARADIP,HANDYSIZE,Standard,45.08,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NORFOLK_US,PARADIP,PANAMAX,Kamsarmax,30.73,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NORFOLK_US,PARADIP,PANAMAX,Standard,31.84,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NORFOLK_US,PARADIP,SUPRAMAX,Standard,36.73,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NORFOLK_US,VIZAG,HANDYSIZE,Standard,44.51,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NORFOLK_US,VIZAG,PANAMAX,Kamsarmax,30.35,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NORFOLK_US,VIZAG,PANAMAX,Standard,31.45,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,NORFOLK_US,VIZAG,SUPRAMAX,Standard,36.28,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,VOSTOCHNY_RU,PARADIP,HANDYSIZE,Standard,25.27,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,VOSTOCHNY_RU,PARADIP,PANAMAX,Kamsarmax,17.4,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,VOSTOCHNY_RU,PARADIP,PANAMAX,Standard,18.08,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,VOSTOCHNY_RU,PARADIP,SUPRAMAX,Standard,20.71,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,VOSTOCHNY_RU,VIZAG,HANDYSIZE,Standard,25.11,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,VOSTOCHNY_RU,VIZAG,PANAMAX,Kamsarmax,17.29,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,VOSTOCHNY_RU,VIZAG,PANAMAX,Standard,17.97,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-04,VOSTOCHNY_RU,VIZAG,SUPRAMAX,Standard,20.59,,,,,,,631.5,645.0,,82.72,82.86,,2,1,,
2023-01-05,KALIMANTAN_ID,DHAMRA,HANDYSIZE,Standard,13.48,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,KALIMANTAN_ID,DHAMRA,PANAMAX,Kamsarmax,9.45,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,KALIMANTAN_ID,DHAMRA,PANAMAX,Standard,9.89,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,KALIMANTAN_ID,DHAMRA,SUPRAMAX,Standard,11.16,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,KALIMANTAN_ID,GANGAVARAM,HANDYSIZE,Standard,13.04,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,KALIMANTAN_ID,GANGAVARAM,PANAMAX,Kamsarmax,9.16,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,KALIMANTAN_ID,GANGAVARAM,PANAMAX,Standard,9.59,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,KALIMANTAN_ID,GANGAVARAM,SUPRAMAX,Standard,10.81,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,KALIMANTAN_ID,GOPALPUR,HANDYSIZE,Standard,13.56,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,KALIMANTAN_ID,GOPALPUR,PANAMAX,Standard,9.95,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,KALIMANTAN_ID,GOPALPUR,SUPRAMAX,Standard,11.24,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,KALIMANTAN_ID,PARADIP,HANDYSIZE,Standard,13.62,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,KALIMANTAN_ID,PARADIP,PANAMAX,Kamsarmax,9.55,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,KALIMANTAN_ID,PARADIP,PANAMAX,Standard,9.99,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,KALIMANTAN_ID,PARADIP,SUPRAMAX,Standard,11.28,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,KALIMANTAN_ID,SANDHEADS,HANDYSIZE,Standard,14.29,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,KALIMANTAN_ID,SANDHEADS,PANAMAX,Kamsarmax,10.0,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,KALIMANTAN_ID,SANDHEADS,PANAMAX,Standard,10.45,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,KALIMANTAN_ID,SANDHEADS,SUPRAMAX,Standard,11.84,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,KALIMANTAN_ID,VIZAG,HANDYSIZE,Standard,13.45,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,KALIMANTAN_ID,VIZAG,PANAMAX,Kamsarmax,9.44,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,KALIMANTAN_ID,VIZAG,PANAMAX,Standard,9.87,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,KALIMANTAN_ID,VIZAG,SUPRAMAX,Standard,11.16,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,MAPUTO_MZ,PARADIP,HANDYSIZE,Standard,19.15,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,MAPUTO_MZ,PARADIP,PANAMAX,Kamsarmax,13.27,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,MAPUTO_MZ,PARADIP,PANAMAX,Standard,13.83,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,MAPUTO_MZ,PARADIP,SUPRAMAX,Standard,15.76,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,MAPUTO_MZ,VIZAG,HANDYSIZE,Standard,18.59,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,MAPUTO_MZ,VIZAG,PANAMAX,Kamsarmax,12.89,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,MAPUTO_MZ,VIZAG,PANAMAX,Standard,13.44,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,MAPUTO_MZ,VIZAG,SUPRAMAX,Standard,15.31,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,NEWCASTLE_AU,DHAMRA,HANDYSIZE,Standard,25.87,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,NEWCASTLE_AU,DHAMRA,PANAMAX,Kamsarmax,17.8,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,NEWCASTLE_AU,DHAMRA,PANAMAX,Standard,18.5,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,NEWCASTLE_AU,DHAMRA,SUPRAMAX,Standard,21.19,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,NEWCASTLE_AU,GANGAVARAM,HANDYSIZE,Standard,25.62,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,NEWCASTLE_AU,GANGAVARAM,PANAMAX,Kamsarmax,17.63,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,NEWCASTLE_AU,GANGAVARAM,PANAMAX,Standard,18.32,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,NEWCASTLE_AU,GANGAVARAM,SUPRAMAX,Standard,20.99,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,NEWCASTLE_AU,GOPALPUR,HANDYSIZE,Standard,26.04,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,NEWCASTLE_AU,GOPALPUR,PANAMAX,Standard,18.61,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,NEWCASTLE_AU,GOPALPUR,SUPRAMAX,Standard,21.33,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,NEWCASTLE_AU,PARADIP,HANDYSIZE,Standard,25.99,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,NEWCASTLE_AU,PARADIP,PANAMAX,Kamsarmax,17.88,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,NEWCASTLE_AU,PARADIP,PANAMAX,Standard,18.58,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,NEWCASTLE_AU,PARADIP,SUPRAMAX,Standard,21.29,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,NEWCASTLE_AU,SANDHEADS,HANDYSIZE,Standard,26.64,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,NEWCASTLE_AU,SANDHEADS,PANAMAX,Kamsarmax,18.32,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,NEWCASTLE_AU,SANDHEADS,PANAMAX,Standard,19.04,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,NEWCASTLE_AU,SANDHEADS,SUPRAMAX,Standard,21.83,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,NEWCASTLE_AU,VIZAG,HANDYSIZE,Standard,26.03,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,NEWCASTLE_AU,VIZAG,PANAMAX,Kamsarmax,17.91,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
2023-01-05,NEWCASTLE_AU,VIZAG,PANAMAX,Standard,18.61,,,,,,,624.5,631.5,,82.57,82.72,,3,1,,
