date,origin,destination,vessel_type,freight_rate_usd_mt,bdi,bdi_lag_1,bdi_lag_7,bdi_rolling_mean_7,bdi_rolling_std_7,bdi_rolling_mean_30,bunker_vlsfo,bunker_vlsfo_lag_1,bunker_change_pct_7d,usd_inr,usd_inr_lag_1,usd_inr_change_pct_7d,bdi_momentum_14d,bunker_bdi_ratio,day_of_week,month
2023-01-12,KALIMANTAN_ID,PARADIP,CAPESIZE,6.36,,8.979999542236328,8.819999694824219,9.351428440638951,0.43483450373822513,9.351428440638951,647.0,631.0,-2.472952086553323,81.19,81.6,,,70.26726416100232,3,1
2023-01-12,KALIMANTAN_ID,PARADIP,PANAMAX,9.97,,8.979999542236328,8.819999694824219,9.351428440638951,0.43483450373822513,9.351428440638951,647.0,631.0,-2.472952086553323,81.19,81.6,,,70.26726416100232,3,1
2023-01-12,KALIMANTAN_ID,VIZAG,CAPESIZE,6.28,,8.979999542236328,8.819999694824219,9.351428440638951,0.43483450373822513,9.351428440638951,647.0,631.0,-2.472952086553323,81.19,81.6,,,70.26726416100232,3,1
2023-01-12,KALIMANTAN_ID,VIZAG,PANAMAX,9.86,,8.979999542236328,8.819999694824219,9.351428440638951,0.43483450373822513,9.351428440638951,647.0,631.0,-2.472952086553323,81.19,81.6,,,70.26726416100232,3,1
2023-01-12,NEWCASTLE_AU,HALDIA,PANAMAX,19.06,,8.979999542236328,8.819999694824219,9.351428440638951,0.43483450373822513,9.351428440638951,647.0,631.0,-2.472952086553323,81.19,81.6,,,70.26726416100232,3,1
2023-01-12,NEWCASTLE_AU,PARADIP,CAPESIZE,11.92,,8.979999542236328,8.819999694824219,9.351428440638951,0.43483450373822513,9.351428440638951,647.0,631.0,-2.472952086553323,81.19,81.6,,,70.26726416100232,3,1
2023-01-12,NEWCASTLE_AU,PARADIP,PANAMAX,18.6,,8.979999542236328,8.819999694824219,9.351428440638951,0.43483450373822513,9.351428440638951,647.0,631.0,-2.472952086553323,81.19,81.6,,,70.26726416100232,3,1
2023-01-12,NEWCASTLE_AU,VIZAG,CAPESIZE,11.93,,8.979999542236328,8.819999694824219,9.351428440638951,0.43483450373822513,9.351428440638951,647.0,631.0,-2.472952086553323,81.19,81.6,,,70.26726416100232,3,1
2023-01-12,NEWCASTLE_AU,VIZAG,PANAMAX,18.63,,8.979999542236328,8.819999694824219,9.351428440638951,0.43483450373822513,9.351428440638951,647.0,631.0,-2.472952086553323,81.19,81.6,,,70.26726416100232,3,1
2023-01-13,KALIMANTAN_ID,HALDIA,PANAMAX,10.6,,9.09000015258789,9.25,9.38999993460519,0.38944408899849087,9.318749904632568,659.0,647.0,0.31007751937984496,81.31,81.19,-2.0154477431812716,,71.17711651696743,4,1
2023-01-13,KALIMANTAN_ID,PARADIP,CAPESIZE,6.46,,9.09000015258789,9.25,9.38999993460519,0.38944408899849087,9.318749904632568,659.0,647.0,0.31007751937984496,81.31,81.19,-2.0154477431812716,,71.17711651696743,4,1
2023-01-13,KALIMANTAN_ID,PARADIP,PANAMAX,10.13,,9.09000015258789,9.25,9.38999993460519,0.38944408899849087,9.318749904632568,659.0,647.0,0.31007751937984496,81.31,81.19,-2.0154477431812716,,71.17711651696743,4,1
2023-01-13,KALIMANTAN_ID,VIZAG,CAPESIZE,6.38,,9.09000015258789,9.25,9.38999993460519,0.38944408899849087,9.318749904632568,659.0,647.0,0.31007751937984496,81.31,81.19,-2.0154477431812716,,71.17711651696743,4,1
2023-01-13,KALIMANTAN_ID,VIZAG,PANAMAX,10.02,,9.09000015258789,9.25,9.38999993460519,0.38944408899849087,9.318749904632568,659.0,647.0,0.31007751937984496,81.31,81.19,-2.0154477431812716,,71.17711651696743,4,1
2023-01-13,NEWCASTLE_AU,HALDIA,PANAMAX,19.41,,9.09000015258789,9.25,9.38999993460519,0.38944408899849087,9.318749904632568,659.0,647.0,0.31007751937984496,81.31,81.19,-2.0154477431812716,,71.17711651696743,4,1
2023-01-13,NEWCASTLE_AU,PARADIP,CAPESIZE,12.14,,9.09000015258789,9.25,9.38999993460519,0.38944408899849087,9.318749904632568,659.0,647.0,0.31007751937984496,81.31,81.19,-2.0154477431812716,,71.17711651696743,4,1
2023-01-13,NEWCASTLE_AU,PARADIP,PANAMAX,18.94,,9.09000015258789,9.25,9.38999993460519,0.38944408899849087,9.318749904632568,659.0,647.0,0.31007751937984496,81.31,81.19,-2.0154477431812716,,71.17711651696743,4,1
2023-01-13,NEWCASTLE_AU,VIZAG,CAPESIZE,12.15,,9.09000015258789,9.25,9.38999993460519,0.38944408899849087,9.318749904632568,659.0,647.0,0.31007751937984496,81.31,81.19,-2.0154477431812716,,71.17711651696743,4,1
2023-01-13,NEWCASTLE_AU,VIZAG,PANAMAX,18.96,,9.09000015258789,9.25,9.38999993460519,0.38944408899849087,9.318749904632568,659.0,647.0,0.31007751937984496,81.31,81.19,-2.0154477431812716,,71.17711651696743,4,1
2023-01-16,KALIMANTAN_ID,HALDIA,PANAMAX,10.58,,9.359999656677246,9.510000228881836,9.405714171273369,0.3850479764659287,9.32333321041531,663.0,659.0,4.3547110055423595,81.31,81.31,-1.7045454545454506,,70.40598548845907,0,1
2023-01-16,KALIMANTAN_ID,PARADIP,CAPESIZE,6.44,,9.359999656677246,9.510000228881836,9.405714171273369,0.3850479764659287,9.32333321041531,663.0,659.0,4.3547110055423595,81.31,81.31,-1.7045454545454506,,70.40598548845907,0,1
2023-01-16,KALIMANTAN_ID,PARADIP,PANAMAX,10.11,,9.359999656677246,9.510000228881836,9.405714171273369,0.3850479764659287,9.32333321041531,663.0,659.0,4.3547110055423595,81.31,81.31,-1.7045454545454506,,70.40598548845907,0,1
2023-01-16,KALIMANTAN_ID,VIZAG,CAPESIZE,6.36,,9.359999656677246,9.510000228881836,9.405714171273369,0.3850479764659287,9.32333321041531,663.0,659.0,4.3547110055423595,81.31,81.31,-1.7045454545454506,,70.40598548845907,0,1
2023-01-16,KALIMANTAN_ID,VIZAG,PANAMAX,9.99,,9.359999656677246,9.510000228881836,9.405714171273369,0.3850479764659287,9.32333321041531,663.0,659.0,4.3547110055423595,81.31,81.31,-1.7045454545454506,,70.40598548845907,0,1
2023-01-16,NEWCASTLE_AU,HALDIA,PANAMAX,19.37,,9.359999656677246,9.510000228881836,9.405714171273369,0.3850479764659287,9.32333321041531,663.0,659.0,4.3547110055423595,81.31,81.31,-1.7045454545454506,,70.40598548845907,0,1
2023-01-16,NEWCASTLE_AU,PARADIP,CAPESIZE,12.11,,9.359999656677246,9.510000228881836,9.405714171273369,0.3850479764659287,9.32333321041531,663.0,659.0,4.3547110055423595,81.31,81.31,-1.7045454545454506,,70.40598548845907,0,1
2023-01-16,NEWCASTLE_AU,PARADIP,PANAMAX,18.91,,9.359999656677246,9.510000228881836,9.405714171273369,0.3850479764659287,9.32333321041531,663.0,659.0,4.3547110055423595,81.31,81.31,-1.7045454545454506,,70.40598548845907,0,1
2023-01-16,NEWCASTLE_AU,VIZAG,CAPESIZE,12.13,,9.359999656677246,9.510000228881836,9.405714171273369,0.3850479764659287,9.32333321041531,663.0,659.0,4.3547110055423595,81.31,81.31,-1.7045454545454506,,70.40598548845907,0,1
2023-01-16,NEWCASTLE_AU,VIZAG,PANAMAX,18.93,,9.359999656677246,9.510000228881836,9.405714171273369,0.3850479764659287,9.32333321041531,663.0,659.0,4.3547110055423595,81.31,81.31,-1.7045454545454506,,70.40598548845907,0,1
2023-01-17,KALIMANTAN_ID,HALDIA,PANAMAX,10.66,,,10.039999961853027,9.388333161671957,0.4187800105790476,9.32333321041531,668.5,663.0,6.164931945556445,81.57,81.31,-1.52597795809615,,,1,1
2023-01-17,KALIMANTAN_ID,PARADIP,CAPESIZE,6.49,,,10.039999961853027,9.388333161671957,0.4187800105790476,9.32333321041531,668.5,663.0,6.164931945556445,81.57,81.31,-1.52597795809615,,,1,1
2023-01-17,KALIMANTAN_ID,PARADIP,PANAMAX,10.19,,,10.039999961853027,9.388333161671957,0.4187800105790476,9.32333321041531,668.5,663.0,6.164931945556445,81.57,81.31,-1.52597795809615,,,1,1
2023-01-17,KALIMANTAN_ID,VIZAG,CAPESIZE,6.41,,,10.039999961853027,9.388333161671957,0.4187800105790476,9.32333321041531,668.5,663.0,6.164931945556445,81.57,81.31,-1.52597795809615,,,1,1
2023-01-17,KALIMANTAN_ID,VIZAG,PANAMAX,10.07,,,10.039999961853027,9.388333161671957,0.4187800105790476,9.32333321041531,668.5,663.0,6.164931945556445,81.57,81.31,-1.52597795809615,,,1,1
2023-01-17,NEWCASTLE_AU,HALDIA,PANAMAX,19.54,,,10.039999961853027,9.388333161671957,0.4187800105790476,9.32333321041531,668.5,663.0,6.164931945556445,81.57,81.31,-1.52597795809615,,,1,1
2023-01-17,NEWCASTLE_AU,PARADIP,CAPESIZE,12.22,,,10.039999961853027,9.388333161671957,0.4187800105790476,9.32333321041531,668.5,663.0,6.164931945556445,81.57,81.31,-1.52597795809615,,,1,1
2023-01-17,NEWCASTLE_AU,PARADIP,PANAMAX,19.07,,,10.039999961853027,9.388333161671957,0.4187800105790476,9.32333321041531,668.5,663.0,6.164931945556445,81.57,81.31,-1.52597795809615,,,1,1
2023-01-17,NEWCASTLE_AU,VIZAG,CAPESIZE,12.23,,,10.039999961853027,9.388333161671957,0.4187800105790476,9.32333321041531,668.5,663.0,6.164931945556445,81.57,81.31,-1.52597795809615,,,1,1
2023-01-17,NEWCASTLE_AU,VIZAG,PANAMAX,19.09,,,10.039999961853027,9.388333161671957,0.4187800105790476,9.32333321041531,668.5,663.0,6.164931945556445,81.57,81.31,-1.52597795809615,,,1,1
2023-01-18,KALIMANTAN_ID,HALDIA,PANAMAX,10.53,,9.40999984741211,9.739999771118164,9.28333314259847,0.2780407484823296,9.33199987411499,676.5,668.5,7.909604519774012,81.33,81.57,-1.3902321083172215,,71.04144642296116,2,1
2023-01-18,KALIMANTAN_ID,PARADIP,CAPESIZE,6.41,,9.40999984741211,9.739999771118164,9.28333314259847,0.2780407484823296,9.33199987411499,676.5,668.5,7.909604519774012,81.33,81.57,-1.3902321083172215,,71.04144642296116,2,1
2023-01-18,KALIMANTAN_ID,PARADIP,PANAMAX,10.07,,9.40999984741211,9.739999771118164,9.28333314259847,0.2780407484823296,9.33199987411499,676.5,668.5,7.909604519774012,81.33,81.57,-1.3902321083172215,,71.04144642296116,2,1
2023-01-18,KALIMANTAN_ID,VIZAG,CAPESIZE,6.33,,9.40999984741211,9.739999771118164,9.28333314259847,0.2780407484823296,9.33199987411499,676.5,668.5,7.909604519774012,81.33,81.57,-1.3902321083172215,,71.04144642296116,2,1
2023-01-18,KALIMANTAN_ID,VIZAG,PANAMAX,9.94,,9.40999984741211,9.739999771118164,9.28333314259847,0.2780407484823296,9.33199987411499,676.5,668.5,7.909604519774012,81.33,81.57,-1.3902321083172215,,71.04144642296116,2,1
2023-01-18,NEWCASTLE_AU,HALDIA,PANAMAX,19.3,,9.40999984741211,9.739999771118164,9.28333314259847,0.2780407484823296,9.33199987411499,676.5,668.5,7.909604519774012,81.33,81.57,-1.3902321083172215,,71.04144642296116,2,1
2023-01-18,NEWCASTLE_AU,PARADIP,CAPESIZE,12.07,,9.40999984741211,9.739999771118164,9.28333314259847,0.2780407484823296,9.33199987411499,676.5,668.5,7.909604519774012,81.33,81.57,-1.3902321083172215,,71.04144642296116,2,1
2023-01-18,NEWCASTLE_AU,PARADIP,PANAMAX,18.84,,9.40999984741211,9.739999771118164,9.28333314259847,0.2780407484823296,9.33199987411499,676.5,668.5,7.909604519774012,81.33,81.57,-1.3902321083172215,,71.04144642296116,2,1
2023-01-18,NEWCASTLE_AU,VIZAG,CAPESIZE,12.08,,9.40999984741211,9.739999771118164,9.28333314259847,0.2780407484823296,9.33199987411499,676.5,668.5,7.909604519774012,81.33,81.57,-1.3902321083172215,,71.04144642296116,2,1
2023-01-18,NEWCASTLE_AU,VIZAG,PANAMAX,18.86,,9.40999984741211,9.739999771118164,9.28333314259847,0.2780407484823296,9.33199987411499,676.5,668.5,7.909604519774012,81.33,81.57,-1.3902321083172215,,71.04144642296116,2,1
2023-01-19,KALIMANTAN_ID,HALDIA,PANAMAX,10.47,,8.9399995803833,9.119999885559082,9.149999777475992,0.19452511246293308,9.296363483775746,674.5,676.5,8.326661329063251,81.28,81.33,-1.2506070908207882,,75.67114449137314,3,1
2023-01-19,KALIMANTAN_ID,PARADIP,CAPESIZE,6.38,,8.9399995803833,9.119999885559082,9.149999777475992,0.19452511246293308,9.296363483775746,674.5,676.5,8.326661329063251,81.28,81.33,-1.2506070908207882,,75.67114449137314,3,1
2023-01-19,KALIMANTAN_ID,PARADIP,PANAMAX,10.01,,8.9399995803833,9.119999885559082,9.149999777475992,0.19452511246293308,9.296363483775746,674.5,676.5,8.326661329063251,81.28,81.33,-1.2506070908207882,,75.67114449137314,3,1
2023-01-19,KALIMANTAN_ID,VIZAG,CAPESIZE,6.29,,8.9399995803833,9.119999885559082,9.149999777475992,0.19452511246293308,9.296363483775746,674.5,676.5,8.326661329063251,81.28,81.33,-1.2506070908207882,,75.67114449137314,3,1
2023-01-19,KALIMANTAN_ID,VIZAG,PANAMAX,9.89,,8.9399995803833,9.119999885559082,9.149999777475992,0.19452511246293308,9.296363483775746,674.5,676.5,8.326661329063251,81.28,81.33,-1.2506070908207882,,75.67114449137314,3,1
2023-01-19,NEWCASTLE_AU,HALDIA,PANAMAX,19.19,,8.9399995803833,9.119999885559082,9.149999777475992,0.19452511246293308,9.296363483775746,674.5,676.5,8.326661329063251,81.28,81.33,-1.2506070908207882,,75.67114449137314,3,1
2023-01-19,NEWCASTLE_AU,PARADIP,CAPESIZE,12.0,,8.9399995803833,9.119999885559082,9.149999777475992,0.19452511246293308,9.296363483775746,674.5,676.5,8.326661329063251,81.28,81.33,-1.2506070908207882,,75.67114449137314,3,1
2023-01-19,NEWCASTLE_AU,PARADIP,PANAMAX,18.73,,8.9399995803833,9.119999885559082,9.149999777475992,0.19452511246293308,9.296363483775746,674.5,676.5,8.326661329063251,81.28,81.33,-1.2506070908207882,,75.67114449137314,3,1
2023-01-19,NEWCASTLE_AU,VIZAG,CAPESIZE,12.01,,8.9399995803833,9.119999885559082,9.149999777475992,0.19452511246293308,9.296363483775746,674.5,676.5,8.326661329063251,81.28,81.33,-1.2506070908207882,,75.67114449137314,3,1
2023-01-19,NEWCASTLE_AU,VIZAG,PANAMAX,18.75,,8.9399995803833,9.119999885559082,9.149999777475992,0.19452511246293308,9.296363483775746,674.5,676.5,8.326661329063251,81.28,81.33,-1.2506070908207882,,75.67114449137314,3,1
2023-01-20,KALIMANTAN_ID,HALDIA,PANAMAX,10.66,,8.774999618530273,8.979999542236328,9.092499732971191,0.24863133023798445,9.25291649500529,687.5,674.5,7.747603833865814,80.99,81.28,-0.3921568627450897,,76.86610020764562,4,1
2023-01-20,KALIMANTAN_ID,PARADIP,CAPESIZE,6.49,,8.774999618530273,8.979999542236328,9.092499732971191,0.24863133023798445,9.25291649500529,687.5,674.5,7.747603833865814,80.99,81.28,-0.3921568627450897,,76.86610020764562,4,1
